Case;Maschinenstatus;Verzögerung;vorher Maschinenpause;Vorverarbeitung
17263;Schlecht;Ja;Nein;Ja
17264;Gut;Nein;Nein;Ja
17265;Gut;Nein;Nein;nein
17266;Schlecht;Ja;Nein;Ja
17267;Gut;Ja;Nein;nein
17268;Schlecht;Ja;Nein;Ja
17269;Schlecht;Nein;Nein;Ja
17270;Schlecht;Nein;Nein;Ja
17271;Gut;Nein;Ja;Ja
17272;Gut;Ja;Nein;nein
17273;Schlecht;Nein;Nein;Ja
17274;Gut;Ja;Nein;nein
17275;Gut;Nein;Ja;nein
17276;Gut;Nein;Ja;nein
17277;Gut;Ja;Nein;nein
17278;Gut;Ja;Nein;nein
17279;Gut;Ja;Nein;nein
17280;Gut;Nein;Nein;nein
17281;Gut;Nein;Nein;nein
17282;Gut;Nein;Nein;nein
17283;Schlecht;Nein;Ja;Ja
17284;Schlecht;Nein;Nein;nein
17285;Gut;Ja;Nein;nein
17286;Gut;Ja;Nein;nein
17287;Gut;Ja;Ja;nein
17288;Gut;Nein;Nein;nein
17289;Gut;Nein;Nein;nein
17290;Gut;Nein;Nein;nein
17291;Gut;Ja;Nein;nein
17292;Gut;Nein;Nein;Ja
17293;Gut;Ja;Nein;nein
17294;Gut;Ja;Ja;nein
17295;Gut;Nein;Nein;nein
17296;Schlecht;Nein;Nein;Ja
17297;Schlecht;Nein;Nein;Ja
17298;Gut;Nein;Nein;nein
17299;Gut;Ja;Nein;nein
17300;Gut;Nein;Ja;nein
17301;Schlecht;Nein;Nein;Ja
17302;Gut;Nein;Nein;nein
17303;Gut;Ja;Ja;nein
17304;Schlecht;Nein;Nein;Ja
17305;Gut;Nein;Nein;nein
17306;Gut;Ja;Nein;nein
17307;Schlecht;Nein;Nein;Ja
17308;Gut;Ja;Ja;nein
17309;Schlecht;Nein;Nein;Ja
17310;Schlecht;Ja;Nein;Ja
17311;Gut;Ja;Nein;nein
17312;Gut;Nein;Ja;nein
17313;Schlecht;Ja;Nein;Ja
17314;Schlecht;Nein;Nein;Ja
17315;Schlecht;Nein;Nein;Ja
17316;Schlecht;Ja;Nein;Ja
17317;Gut;Nein;Nein;nein
17318;Gut;Nein;Nein;nein
17319;Gut;Nein;Nein;Ja
17320;Schlecht;Ja;Nein;nein
17321;Gut;Ja;Ja;nein
17322;Gut;Ja;Nein;nein
17323;Gut;Nein;Nein;Ja
17324;Schlecht;Ja;Nein;Ja
17325;Schlecht;Ja;Nein;Ja
17326;Schlecht;Nein;Nein;nein
17327;Schlecht;Nein;Nein;nein
17328;Gut;Ja;Nein;nein
17329;Gut;Nein;Nein;nein
17330;Schlecht;Ja;Nein;Ja
17331;Gut;Nein;Nein;nein
17332;Gut;Nein;Ja;nein
17333;Schlecht;Nein;Nein;Ja
17334;Gut;Ja;Ja;nein
17335;Gut;Nein;Nein;nein
17336;Schlecht;Nein;Nein;Ja
17337;Schlecht;Ja;Nein;nein
17338;Gut;Ja;Ja;nein
17339;Gut;Nein;Nein;nein
17340;Gut;Nein;Nein;nein
17341;Gut;Nein;Ja;nein
17342;Gut;Nein;Nein;nein
17343;Schlecht;Ja;Nein;Ja
17344;Gut;Nein;Ja;nein
17345;Gut;Ja;Ja;nein
17346;Gut;Nein;Nein;nein
17347;Schlecht;Ja;Nein;nein
17348;Gut;Nein;Ja;nein
17349;Schlecht;Ja;Nein;Ja
17350;Gut;Nein;Ja;Ja
17351;Schlecht;Ja;Nein;Ja
17352;Schlecht;Nein;Nein;nein
17353;Gut;Nein;Nein;nein
17354;Gut;Nein;Nein;nein
17355;Schlecht;Nein;Nein;Ja
17356;Gut;Nein;Nein;nein
17357;Gut;Ja;Nein;nein
17358;Gut;Nein;Nein;nein
17359;Gut;Ja;Nein;nein
17360;Gut;Nein;Nein;nein
17361;Gut;Nein;Nein;nein
17362;Gut;Nein;Nein;nein
17363;Gut;Ja;Ja;nein
17364;Gut;Ja;Ja;nein
17365;Gut;Nein;Nein;nein
17366;Schlecht;Nein;Nein;Ja
17367;Gut;Nein;Nein;nein
17368;Schlecht;Ja;Nein;Ja
17369;Schlecht;Ja;Nein;Ja
17370;Gut;Nein;Nein;nein
17371;Gut;Ja;Nein;nein
17372;Gut;Ja;Nein;nein
17373;Schlecht;Nein;Nein;Ja
17374;Schlecht;Ja;Nein;Ja
17375;Gut;Ja;Nein;nein
17376;Gut;Ja;Ja;nein
17377;Gut;Ja;Ja;nein
17378;Gut;Nein;Nein;nein
17379;Schlecht;Ja;Nein;Ja
17380;Schlecht;Ja;Nein;Ja
17381;Gut;Nein;Nein;Ja
17382;Gut;Nein;Nein;nein
17383;Gut;Nein;Nein;nein
17384;Gut;Nein;Nein;nein
17385;Schlecht;Nein;Nein;Ja
17386;Gut;Nein;Nein;nein
17387;Gut;Nein;Nein;Ja
17388;Gut;Ja;Nein;nein
17389;Schlecht;Nein;Nein;Ja
17390;Gut;Nein;Nein;nein
17391;Gut;Nein;Nein;nein
17392;Schlecht;Nein;Nein;Ja
17393;Gut;Nein;Ja;nein
17394;Schlecht;Nein;Nein;Ja
17395;Gut;Nein;Ja;nein
17396;Gut;Nein;Ja;nein
17397;Gut;Nein;Nein;nein
17398;Gut;Nein;Nein;nein
17399;Gut;Ja;Ja;nein
17400;Gut;Nein;Ja;nein
17401;Gut;Ja;Nein;nein
17402;Gut;Nein;Nein;nein
17403;Schlecht;Ja;Nein;Ja
17404;Gut;Ja;Ja;nein
17405;Gut;Ja;Nein;nein
17406;Gut;Nein;Nein;nein
17407;Schlecht;Ja;Nein;Ja
17408;Schlecht;Nein;Nein;Ja
17409;Gut;Nein;Ja;nein
17410;Gut;Ja;Nein;nein
17411;Schlecht;Ja;Ja;nein
17412;Gut;Ja;Nein;nein
17413;Gut;Nein;Nein;nein
17414;Schlecht;Ja;Nein;Ja
17415;Gut;Nein;Nein;nein
17416;Gut;Nein;Nein;Ja
17417;Gut;Nein;Ja;nein
17418;Gut;Nein;Ja;nein
17419;Gut;Ja;Nein;nein
17420;Schlecht;Nein;Nein;Ja
17421;Gut;Ja;Nein;nein
17422;Gut;Ja;Ja;nein
17423;Gut;Ja;Ja;nein
17424;Schlecht;Nein;Nein;Ja
17425;Schlecht;Ja;Nein;Ja
17426;Schlecht;Ja;Nein;nein
17427;Gut;Nein;Nein;nein
17428;Gut;Nein;Nein;nein
17429;Gut;Ja;Nein;nein
17430;Schlecht;Ja;Nein;nein
17431;Gut;Nein;Nein;nein
17432;Gut;Ja;Nein;nein
17433;Gut;Nein;Nein;nein
17434;Schlecht;Nein;Nein;Ja
17435;Gut;Nein;Nein;nein
17436;Gut;Ja;Nein;nein
17437;Gut;Ja;Ja;nein
17438;Gut;Nein;Nein;nein
17439;Schlecht;Ja;Nein;Ja
17440;Gut;Nein;Ja;nein
17441;Schlecht;Ja;Nein;Ja
17442;Schlecht;Ja;Nein;nein
17443;Gut;Nein;Nein;Ja
17444;Gut;Ja;Nein;nein
17445;Gut;Ja;Nein;nein
17446;Schlecht;Nein;Nein;nein
17447;Gut;Ja;Nein;nein
17448;Gut;Nein;Nein;nein
17449;Schlecht;Ja;Nein;Ja
17450;Schlecht;Ja;Nein;Ja
17451;Gut;Nein;Nein;nein
17452;Gut;Nein;Ja;nein
17453;Schlecht;Nein;Nein;Ja
17454;Gut;Nein;Ja;Ja
17455;Schlecht;Ja;Nein;Ja
17456;Schlecht;Ja;Nein;Ja
17457;Gut;Nein;Nein;nein
17458;Gut;Nein;Nein;nein
17459;Gut;Nein;Ja;nein
17460;Gut;Ja;Ja;nein
17461;Schlecht;Ja;Nein;Ja
17462;Gut;Ja;Nein;nein
17463;Gut;Nein;Nein;nein
17464;Schlecht;Nein;Nein;Ja
17465;Gut;Nein;Ja;nein
17466;Schlecht;Nein;Nein;nein
17467;Gut;Ja;Ja;nein
17468;Gut;Nein;Nein;nein
17469;Schlecht;Ja;Nein;Ja
17470;Gut;Nein;Ja;nein
17471;Gut;Nein;Nein;nein
17472;Schlecht;Ja;Nein;Ja
17473;Gut;Ja;Nein;nein
17474;Schlecht;Ja;Nein;Ja
17475;Schlecht;Nein;Nein;nein
17476;Gut;Nein;Nein;nein
17477;Gut;Nein;Nein;nein
17478;Gut;Nein;Nein;nein
17479;Schlecht;Nein;Nein;Ja
17480;Gut;Ja;Nein;nein
17481;Gut;Ja;Ja;nein
17482;Gut;Ja;Nein;nein
17483;Gut;Ja;Nein;nein
17484;Schlecht;Nein;Nein;Ja
17485;Gut;Nein;Nein;nein
17486;Gut;Nein;Nein;nein
17487;Schlecht;Ja;Nein;Ja
17488;Gut;Nein;Ja;nein
17489;Gut;Ja;Nein;nein
17490;Gut;Nein;Nein;Ja
17491;Gut;Ja;Ja;nein
17492;Gut;Nein;Nein;nein
17493;Gut;Nein;Nein;nein
17494;Schlecht;Nein;Nein;Ja
17495;Gut;Nein;Nein;nein
17496;Gut;Nein;Ja;nein
17497;Gut;Nein;Ja;nein
17498;Gut;Nein;Ja;Ja
17499;Gut;Ja;Ja;nein
17500;Gut;Ja;Ja;nein
17501;Gut;Ja;Nein;nein
17502;Gut;Nein;Nein;nein
17503;Schlecht;Nein;Ja;Ja
17504;Gut;Ja;Nein;nein
17505;Schlecht;Ja;Nein;Ja
17506;Gut;Nein;Ja;nein
17507;Gut;Nein;Nein;nein
17508;Gut;Nein;Nein;nein
17509;Gut;Nein;Nein;nein
17510;Schlecht;Nein;Nein;nein
17511;Gut;Ja;Nein;nein
17512;Gut;Nein;Ja;nein
17513;Gut;Nein;Ja;nein
17514;Gut;Nein;Nein;Ja
17515;Gut;Ja;Nein;nein
17516;Gut;Nein;Nein;nein
17517;Schlecht;Ja;Nein;Ja
17518;Gut;Ja;Ja;nein
17519;Gut;Nein;Nein;nein
17520;Gut;Nein;Nein;nein
17521;Schlecht;Ja;Nein;Ja
17522;Gut;Ja;Nein;nein
17523;Gut;Ja;Nein;nein
17524;Schlecht;Ja;Nein;Ja
17525;Gut;Ja;Nein;nein
17526;Gut;Nein;Nein;nein
17527;Schlecht;Ja;Nein;Ja
17528;Gut;Ja;Ja;nein
17529;Gut;Nein;Nein;nein
17530;Schlecht;Ja;Nein;Ja
17531;Schlecht;Nein;Nein;Ja
17532;Schlecht;Ja;Nein;Ja
17533;Schlecht;Ja;Nein;Ja
17534;Gut;Nein;Nein;nein
17535;Schlecht;Ja;Ja;Ja
17536;Gut;Nein;Nein;nein
17537;Gut;Ja;Nein;nein
17538;Gut;Ja;Ja;nein
17539;Gut;Nein;Nein;nein
17540;Gut;Nein;Ja;nein
17541;Gut;Ja;Ja;nein
17542;Gut;Ja;Nein;nein
17543;Gut;Nein;Ja;nein
17544;Schlecht;Ja;Nein;Ja
17545;Gut;Nein;Nein;nein
17546;Schlecht;Ja;Nein;Ja
17547;Gut;Ja;Nein;nein
17548;Schlecht;Ja;Nein;Ja
17549;Gut;Ja;Nein;nein
17550;Gut;Ja;Nein;nein
17551;Gut;Nein;Ja;nein
17552;Schlecht;Nein;Nein;Ja
17553;Gut;Nein;Nein;nein
17554;Gut;Nein;Nein;nein
17555;Schlecht;Ja;Nein;Ja
17556;Gut;Ja;Nein;nein
17557;Gut;Nein;Nein;nein
17558;Gut;Ja;Nein;nein
17559;Gut;Ja;Ja;nein
17560;Gut;Nein;Nein;nein
17561;Gut;Ja;Nein;nein
17562;Schlecht;Ja;Nein;nein
17563;Gut;Nein;Ja;nein
17564;Schlecht;Nein;Nein;Ja
17565;Gut;Nein;Nein;nein
17566;Gut;Nein;Nein;nein
17567;Gut;Ja;Ja;nein
17568;Schlecht;Ja;Nein;Ja
17569;Gut;Ja;Nein;nein
17570;Gut;Nein;Ja;nein
17571;Gut;Nein;Nein;nein
17572;Gut;Ja;Nein;nein
17573;Gut;Ja;Ja;nein
17574;Gut;Nein;Nein;nein
17575;Schlecht;Ja;Nein;Ja
17576;Schlecht;Ja;Ja;Ja
17577;Gut;Ja;Ja;nein
17578;Gut;Ja;Ja;nein
17579;Gut;Nein;Ja;nein
17580;Gut;Nein;Nein;nein
17581;Gut;Nein;Nein;nein
17582;Gut;Nein;Nein;nein
17583;Gut;Ja;Nein;nein
17584;Gut;Nein;Nein;nein
17585;Gut;Ja;Nein;nein
17586;Schlecht;Ja;Nein;Ja
17587;Schlecht;Ja;Ja;Ja
17588;Gut;Ja;Ja;nein
17589;Gut;Nein;Ja;nein
17590;Gut;Nein;Ja;nein
17591;Gut;Nein;Nein;nein
17592;Gut;Nein;Nein;Ja
17593;Schlecht;Ja;Nein;Ja
17594;Schlecht;Ja;Nein;Ja
17595;Schlecht;Ja;Nein;nein
17596;Gut;Ja;Nein;nein
17597;Schlecht;Nein;Nein;Ja
17598;Gut;Ja;Nein;nein
17599;Gut;Nein;Nein;nein
17600;Gut;Nein;Nein;nein
17601;Gut;Nein;Nein;nein
17602;Gut;Ja;Nein;nein
17603;Gut;Ja;Nein;nein
17604;Schlecht;Ja;Nein;Ja
17605;Gut;Nein;Nein;nein
17606;Gut;Ja;Nein;nein
17607;Gut;Ja;Ja;nein
17608;Schlecht;Ja;Nein;nein
17609;Gut;Nein;Nein;nein
17610;Gut;Ja;Nein;nein
17611;Schlecht;Ja;Ja;Ja
17612;Gut;Ja;Ja;nein
17613;Gut;Ja;Ja;nein
17614;Gut;Nein;Nein;nein
17615;Gut;Nein;Nein;nein
17616;Gut;Ja;Nein;nein
17617;Schlecht;Nein;Nein;Ja
17618;Gut;Ja;Ja;nein
17619;Gut;Ja;Nein;nein
17620;Schlecht;Nein;Nein;Ja
17621;Schlecht;Ja;Nein;Ja
17622;Schlecht;Ja;Nein;Ja
17623;Gut;Ja;Nein;nein
17624;Schlecht;Nein;Nein;Ja
17625;Gut;Ja;Nein;nein
17626;Gut;Ja;Nein;nein
17627;Gut;Ja;Ja;nein
17628;Schlecht;Ja;Nein;Ja
17629;Gut;Ja;Ja;nein
17630;Gut;Nein;Nein;nein
17631;Schlecht;Ja;Nein;Ja
17632;Gut;Ja;Ja;nein
17633;Gut;Nein;Ja;nein
17634;Schlecht;Ja;Nein;Ja
17635;Schlecht;Ja;Nein;Ja
17636;Gut;Nein;Nein;nein
17637;Gut;Nein;Ja;nein
17638;Gut;Nein;Nein;Ja
17639;Gut;Nein;Nein;nein
17640;Schlecht;Nein;Nein;Ja
17641;Gut;Nein;Nein;nein
17642;Gut;Ja;Ja;nein
17643;Gut;Nein;Ja;nein
17644;Schlecht;Nein;Nein;Ja
17645;Schlecht;Ja;Nein;Ja
17646;Schlecht;Nein;Nein;nein
17647;Schlecht;Ja;Nein;Ja
17648;Schlecht;Nein;Nein;Ja
17649;Gut;Nein;Nein;nein
17650;Gut;Nein;Nein;nein
17651;Gut;Ja;Nein;nein
17652;Gut;Ja;Nein;nein
17653;Gut;Nein;Ja;nein
17654;Schlecht;Nein;Nein;Ja
17655;Gut;Ja;Ja;nein
17656;Schlecht;Ja;Nein;Ja
17657;Gut;Nein;Nein;nein
17658;Schlecht;Ja;Nein;Ja
17659;Gut;Nein;Nein;nein
17660;Schlecht;Ja;Nein;nein
17661;Gut;Ja;Nein;nein
17662;Gut;Nein;Ja;nein
17663;Gut;Nein;Ja;nein
17664;Gut;Nein;Ja;nein
17665;Gut;Nein;Nein;nein
17666;Schlecht;Ja;Nein;Ja
17667;Gut;Nein;Nein;nein
17668;Gut;Nein;Nein;Ja
17669;Gut;Nein;Nein;nein
17670;Gut;Nein;Nein;nein
17671;Gut;Ja;Nein;nein
17672;Gut;Ja;Nein;nein
17673;Gut;Ja;Ja;nein
17674;Gut;Nein;Nein;nein
17675;Schlecht;Nein;Nein;Ja
17676;Gut;Nein;Nein;nein
17677;Schlecht;Nein;Nein;Ja
17678;Gut;Nein;Nein;nein
17679;Schlecht;Ja;Nein;Ja
17680;Gut;Nein;Nein;nein
17681;Gut;Nein;Nein;nein
17682;Schlecht;Nein;Nein;Ja
17683;Gut;Nein;Nein;nein
17684;Gut;Nein;Nein;nein
17685;Gut;Ja;Ja;nein
17686;Gut;Nein;Ja;Ja
17687;Schlecht;Ja;Nein;Ja
17688;Gut;Nein;Ja;nein
17689;Gut;Ja;Nein;nein
17690;Gut;Ja;Nein;nein
17691;Gut;Nein;Nein;nein
17692;Schlecht;Ja;Nein;Ja
17693;Gut;Nein;Ja;nein
17694;Schlecht;Nein;Nein;nein
17695;Gut;Nein;Ja;nein
17696;Gut;Ja;Ja;nein
17697;Schlecht;Ja;Ja;Ja
17698;Gut;Nein;Nein;nein
17699;Gut;Nein;Nein;nein
17700;Gut;Nein;Nein;nein
17701;Gut;Nein;Nein;nein
17702;Gut;Nein;Ja;nein
17703;Gut;Ja;Ja;nein
17704;Gut;Nein;Nein;nein
17705;Gut;Ja;Nein;nein
17706;Schlecht;Nein;Nein;Ja
17707;Schlecht;Nein;Nein;Ja
17708;Gut;Nein;Nein;nein
17709;Gut;Ja;Ja;nein
17710;Schlecht;Nein;Nein;Ja
17711;Schlecht;Ja;Nein;Ja
17712;Schlecht;Ja;Nein;Ja
17713;Gut;Nein;Ja;nein
17714;Gut;Nein;Nein;nein
17715;Gut;Nein;Nein;nein
17716;Gut;Nein;Nein;nein
17717;Gut;Nein;Ja;nein
17718;Schlecht;Nein;Nein;Ja
17719;Schlecht;Ja;Nein;Ja
17720;Gut;Nein;Nein;nein
17721;Gut;Nein;Nein;nein
17722;Gut;Nein;Nein;nein
17723;Gut;Ja;Nein;nein
17724;Schlecht;Nein;Nein;Ja
17725;Gut;Ja;Nein;nein
17726;Gut;Ja;Nein;nein
17727;Gut;Nein;Nein;nein
17728;Schlecht;Ja;Nein;Ja
17729;Gut;Nein;Ja;nein
17730;Schlecht;Ja;Nein;Ja
17731;Gut;Nein;Nein;nein
17732;Gut;Nein;Nein;Ja
17733;Schlecht;Ja;Nein;Ja
17734;Gut;Nein;Ja;nein
17735;Gut;Nein;Nein;nein
17736;Gut;Nein;Ja;nein
17737;Gut;Nein;Nein;nein
17738;Gut;Nein;Nein;nein
17739;Schlecht;Ja;Nein;Ja
17740;Gut;Nein;Nein;nein
17741;Gut;Nein;Ja;nein
17742;Gut;Nein;Nein;Ja
17743;Gut;Ja;Nein;nein
17744;Gut;Nein;Ja;nein
17745;Schlecht;Ja;Ja;Ja
17746;Gut;Ja;Ja;nein
17747;Gut;Nein;Nein;nein
17748;Gut;Nein;Nein;nein
17749;Gut;Nein;Nein;nein
17750;Gut;Nein;Nein;nein
17751;Gut;Nein;Ja;nein
17752;Schlecht;Ja;Nein;nein
17753;Gut;Nein;Ja;Ja
17754;Gut;Nein;Nein;nein
17755;Gut;Ja;Nein;nein
17756;Schlecht;Ja;Nein;Ja
17757;Gut;Nein;Nein;nein
17758;Gut;Nein;Nein;nein
17759;Schlecht;Nein;Nein;Ja
17760;Schlecht;Nein;Nein;Ja
17761;Gut;Nein;Nein;nein
17762;Schlecht;Nein;Nein;nein
17763;Schlecht;Ja;Nein;Ja
17764;Schlecht;Ja;Nein;nein
17765;Schlecht;Ja;Nein;nein
17766;Schlecht;Ja;Nein;Ja
17767;Gut;Nein;Nein;nein
17768;Gut;Nein;Ja;nein
17769;Gut;Nein;Nein;nein
17770;Gut;Nein;Nein;nein
17771;Schlecht;Nein;Nein;Ja
17772;Gut;Ja;Ja;nein
17773;Schlecht;Nein;Nein;Ja
17774;Gut;Nein;Ja;nein
17775;Schlecht;Ja;Nein;Ja
17776;Schlecht;Nein;Ja;Ja
17777;Schlecht;Ja;Nein;Ja
17778;Gut;Nein;Ja;nein
17779;Gut;Ja;Nein;nein
17780;Gut;Nein;Nein;nein
17781;Schlecht;Ja;Nein;Ja
17782;Gut;Ja;Nein;nein
17783;Gut;Nein;Nein;nein
17784;Gut;Ja;Nein;nein
17785;Gut;Ja;Ja;nein
17786;Gut;Nein;Nein;Ja
17787;Gut;Nein;Nein;nein
17788;Schlecht;Ja;Nein;Ja
17789;Gut;Nein;Nein;nein
17790;Gut;Ja;Nein;nein
17791;Gut;Nein;Nein;nein
17792;Schlecht;Ja;Nein;Ja
17793;Gut;Nein;Nein;Ja
17794;Gut;Nein;Nein;nein
17795;Schlecht;Ja;Nein;Ja
17796;Schlecht;Nein;Nein;Ja
17797;Gut;Ja;Nein;nein
17798;Gut;Nein;Nein;nein
17799;Gut;Nein;Ja;nein
17800;Gut;Nein;Nein;nein
17801;Gut;Nein;Nein;nein
17802;Schlecht;Nein;Nein;nein
17803;Gut;Ja;Nein;nein
17804;Schlecht;Nein;Nein;Ja
17805;Schlecht;Ja;Nein;Ja
17806;Schlecht;Nein;Nein;nein
17807;Gut;Nein;Ja;Ja
17808;Gut;Nein;Nein;nein
17809;Schlecht;Ja;Nein;Ja
17810;Gut;Nein;Nein;nein
17811;Gut;Ja;Nein;nein
17812;Gut;Ja;Nein;nein
17813;Schlecht;Nein;Nein;Ja
17814;Schlecht;Ja;Nein;Ja
17815;Gut;Ja;Nein;nein
17816;Schlecht;Nein;Nein;Ja
17817;Gut;Ja;Ja;nein
17818;Schlecht;Nein;Nein;Ja
17819;Schlecht;Nein;Nein;nein
17820;Gut;Nein;Ja;nein
17821;Schlecht;Ja;Nein;Ja
17822;Gut;Nein;Nein;nein
17823;Schlecht;Nein;Nein;Ja
17824;Schlecht;Nein;Nein;Ja
17825;Schlecht;Ja;Nein;Ja
17826;Schlecht;Nein;Nein;Ja
17827;Gut;Ja;Ja;nein
17828;Schlecht;Nein;Nein;Ja
17829;Gut;Nein;Nein;nein
17830;Schlecht;Nein;Nein;Ja
17831;Gut;Ja;Nein;nein
17832;Gut;Nein;Nein;nein
17833;Gut;Ja;Nein;nein
17834;Gut;Nein;Nein;nein
17835;Schlecht;Ja;Nein;nein
17836;Gut;Nein;Ja;nein
17837;Gut;Nein;Ja;nein
17838;Gut;Ja;Ja;nein
17839;Gut;Nein;Nein;nein
17840;Gut;Ja;Nein;nein
17841;Gut;Ja;Ja;nein
17842;Gut;Ja;Nein;nein
17843;Schlecht;Ja;Nein;Ja
17844;Gut;Nein;Nein;nein
17845;Gut;Ja;Ja;nein
17846;Schlecht;Ja;Nein;nein
17847;Gut;Nein;Nein;nein
17848;Gut;Nein;Nein;nein
17849;Schlecht;Nein;Nein;Ja
17850;Schlecht;Ja;Ja;nein
17851;Gut;Ja;Ja;nein
17852;Gut;Nein;Nein;nein
17853;Schlecht;Ja;Nein;Ja
17854;Gut;Ja;Nein;nein
17855;Gut;Nein;Nein;nein
17856;Gut;Ja;Ja;nein
17857;Gut;Nein;Nein;nein
17858;Schlecht;Ja;Nein;Ja
17859;Schlecht;Nein;Nein;Ja
17860;Gut;Ja;Nein;nein
17861;Gut;Nein;Nein;nein
17862;Gut;Nein;Nein;nein
17863;Schlecht;Nein;Nein;Ja
17864;Gut;Nein;Ja;Ja
17865;Schlecht;Nein;Nein;Ja
17866;Gut;Nein;Nein;nein
17867;Gut;Nein;Nein;nein
17868;Gut;Nein;Nein;nein
17869;Schlecht;Nein;Nein;Ja
17870;Gut;Ja;Ja;nein
17871;Gut;Nein;Nein;nein
17872;Schlecht;Ja;Nein;Ja
17873;Schlecht;Ja;Nein;Ja
17874;Gut;Nein;Ja;nein
17875;Schlecht;Nein;Nein;Ja
17876;Schlecht;Ja;Nein;Ja
17877;Schlecht;Ja;Nein;Ja
17878;Gut;Nein;Nein;nein
17879;Gut;Nein;Nein;nein
17880;Schlecht;Nein;Nein;Ja
17881;Gut;Ja;Ja;nein
17882;Gut;Nein;Nein;nein
17883;Schlecht;Ja;Nein;nein
17884;Schlecht;Ja;Nein;Ja
17885;Schlecht;Ja;Nein;Ja
17886;Schlecht;Nein;Nein;Ja
17887;Gut;Ja;Nein;nein
17888;Gut;Nein;Nein;nein
17889;Schlecht;Ja;Nein;Ja
17890;Gut;Ja;Nein;nein
17891;Schlecht;Nein;Nein;Ja
17892;Gut;Nein;Nein;nein
17893;Gut;Nein;Nein;nein
17894;Gut;Ja;Ja;nein
17895;Gut;Nein;Nein;nein
17896;Gut;Nein;Nein;nein
17897;Schlecht;Nein;Ja;Ja
17898;Gut;Nein;Nein;nein
17899;Gut;Ja;Nein;nein
17900;Gut;Ja;Ja;nein
17901;Gut;Ja;Nein;nein
17902;Schlecht;Ja;Nein;nein
17903;Gut;Ja;Nein;nein
17904;Gut;Nein;Nein;nein
17905;Gut;Ja;Nein;nein
17906;Gut;Nein;Nein;nein
17907;Gut;Nein;Nein;nein
17908;Schlecht;Ja;Nein;Ja
17909;Gut;Nein;Ja;nein
17910;Schlecht;Ja;Nein;Ja
17911;Gut;Ja;Ja;nein
17912;Gut;Nein;Ja;nein
17913;Schlecht;Nein;Nein;Ja
17914;Schlecht;Ja;Nein;Ja
17915;Gut;Nein;Ja;nein
17916;Gut;Nein;Nein;nein
17917;Gut;Nein;Nein;nein
17918;Gut;Nein;Nein;nein
17919;Gut;Ja;Nein;nein
17920;Gut;Nein;Nein;nein
17921;Gut;Nein;Ja;nein
17922;Gut;Nein;Nein;Ja
17923;Gut;Ja;Nein;nein
17924;Gut;Nein;Nein;nein
17925;Schlecht;Ja;Nein;Ja
17926;Gut;Ja;Nein;nein
17927;Schlecht;Nein;Nein;Ja
17928;Gut;Nein;Nein;nein
17929;Gut;Ja;Nein;nein
17930;Gut;Ja;Ja;nein
17931;Gut;Ja;Nein;nein
17932;Gut;Nein;Nein;nein
17933;Gut;Ja;Ja;nein
17934;Gut;Nein;Ja;nein
17935;Gut;Nein;Nein;Ja
17936;Gut;Nein;Nein;nein
17937;Schlecht;Ja;Nein;Ja
17938;Gut;Nein;Nein;nein
17939;Schlecht;Ja;Nein;nein
17940;Schlecht;Ja;Ja;Ja
17941;Gut;Nein;Nein;nein
17942;Schlecht;Ja;Nein;Ja
17943;Gut;Nein;Nein;Ja
17944;Gut;Nein;Ja;nein
17945;Schlecht;Ja;Nein;Ja
17946;Gut;Ja;Nein;nein
17947;Schlecht;Ja;Nein;Ja
17948;Gut;Ja;Nein;nein
17949;Gut;Nein;Nein;nein
17950;Gut;Nein;Nein;nein
17951;Gut;Ja;Nein;nein
17952;Gut;Nein;Ja;nein
17953;Gut;Ja;Nein;nein
17954;Gut;Ja;Ja;nein
17955;Schlecht;Nein;Nein;nein
17956;Gut;Ja;Nein;nein
17957;Schlecht;Ja;Nein;Ja
17958;Schlecht;Ja;Nein;Ja
17959;Gut;Nein;Ja;nein
17960;Gut;Ja;Nein;nein
17961;Schlecht;Nein;Ja;Ja
17962;Gut;Nein;Nein;nein
17963;Schlecht;Ja;Nein;Ja
17964;Schlecht;Ja;Nein;Ja
17965;Gut;Ja;Ja;nein
17966;Gut;Ja;Nein;nein
17967;Schlecht;Nein;Nein;Ja
17968;Gut;Nein;Ja;nein
17969;Schlecht;Ja;Nein;Ja
17970;Gut;Nein;Ja;nein
17971;Gut;Ja;Nein;nein
17972;Schlecht;Ja;Nein;Ja
17973;Schlecht;Ja;Nein;Ja
17974;Gut;Nein;Ja;nein
17975;Gut;Nein;Ja;nein
17976;Gut;Nein;Ja;nein
17977;Gut;Nein;Ja;nein
17978;Gut;Nein;Ja;nein
17979;Schlecht;Ja;Nein;Ja
17980;Schlecht;Ja;Nein;Ja
17981;Gut;Ja;Ja;nein
17982;Gut;Ja;Nein;nein
17983;Gut;Nein;Ja;Ja
17984;Gut;Ja;Nein;nein
17985;Gut;Nein;Ja;Ja
17986;Gut;Nein;Ja;nein
17987;Schlecht;Ja;Nein;nein
17988;Gut;Ja;Nein;nein
17989;Gut;Ja;Ja;nein
17990;Gut;Ja;Nein;nein
17991;Gut;Ja;Nein;nein
17992;Gut;Ja;Nein;nein
17993;Schlecht;Ja;Nein;Ja
17994;Gut;Ja;Nein;nein
17995;Schlecht;Nein;Nein;Ja
17996;Gut;Nein;Ja;nein
17997;Schlecht;Ja;Nein;Ja
17998;Gut;Nein;Nein;nein
